nid_id,state_id,dam_name,Data_Source,Gaged,Basin_study,other_dam_name,status,island,county,state,latitude,longitude,basin?,stream_name,dam_purpose,private_dam_on_fed_prop,watershed,TMK,dam_type,pmf_inflow,TMK2,nearest_city,nearest_city_distance,dam_designer,year_completed,year_last_modified,size,regulated_height,volume,dam_length,dam_height,hazard,structural_height,hydraulic_height,maximum_storage,normal_storage,surface_area,drainage_area,,spillway_type,spillway_control,spillway_width,spillway_max_discharge,spillway_protection,spillway_length,spillway_wall_height,outlet_type,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,min_crest_width,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,waterbodytype,last_inspection_date,inspection_frequency,hazard_analysis_date,eap,eap_date,eap_createdby,OnlineEAP,OnlineEAPDate,certificate_to_impound_date,district_code,district_name,representative,party,electronic_gauge_url,top_of_crest,spillway_crest,operating_level,dam_former_name,state_reg_agency,core,foundation,nid_height,nid_storage,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,ConditionAssessment,ConditionAssessmentDate,ConditionAssessmentDetail,RiskAssessmentDate,operational_status,operational_status_date,EnforcementAuthority,InspectionAuthority,JurisdictionalDam,NumSeparateStructures,OtherStructureID,PermittingAuthority,RecordID,dam_type_nid,hazard_nid,spillway_type_nid,outlet_type_nid,access_surface_description,access_method_description,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,level_restriction,restriction_basis,last_nod_date,population_at_risk,parcel_count,critical_facility,school_count,realtime_gauge,DLNRAlertOnLevel,DLNRAlertOffLevel,PMF_level,Flood100yr,Owner_Type,owner
HI00141,MA-0141,KEHALANI OFFSITE RETENTION BASIN,NA,N,N,WAILUKU PROJECT DISTRICT RETENTION BASIN,Active,Maui,Maui,HI,20.858112,-156.496687,No,Waikapu Stream,Flood Control,FALSE,Iao,(2) 3-5-002:001,Earthen,,,Wailuku,1,"Warren Unemori Engineering, Inc",2003,,Small,0,,2300,30,High,0,0,490,,20,1.38,0.069,Channel,Uncontrolled,20,2076,Concrete,1225,8.5,Other Controlled,FALSE,Walk,0,Upstream (Pump),Pumps,,11,19,Vegetation,19,Vegetation,State Regulated Dam,12/14/2022,5,6/1/2009,TRUE,7/15/2022 9:48,Maui Kehalani,Y,7/15/2022 9:48,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,30,490,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=86007BB5-8F9B-40CC-9FA0-460133195280,POOR,7/19/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14859,RE,H,U,O,Paved,Car,1,7/1/2013,1,3/19/2020,0,,,,1/10/2017,3332,906,9,3,FALSE,,,,,P,"Heona Investments LLC, RCFC Kehalani, LLC"
HI00142,MA-0142,MIDDLE FIELD 14 RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.951974,-156.645724,No,,Irrigation,FALSE,Honokowai,(2) 4-3-001:017,Earthen,,,Kahana,2.5,NRCS,2006,,Small,0,,615,36,High,0,0,15.2,13.4,1.35,0.0023,0.001703704,Channel,Uncontrolled,18,,Hypalon Liner,135,1,Valve,FALSE,Walk,,Downstream,8 Inch Diameter PVC,0,19,17,Hypalon Liner,16,Mowed Grass,State Regulated Dam,7/21/2021,5,6/1/2009,TRUE,8/25/2022 14:29,Maui ML&P,Y,8/25/2022 14:29,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,36,15.2,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=F850C35B-C21C-41F0-84AE-5D9F8FFEB302,UNSATISFACTORY,9/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14860,RE,H,U,V,Unpaved,4x4,0,,0,,0,,,,,78,30,0,0,FALSE,,,,,P,Maui Land & Pineapple Co.
HI00143,MA-0143,KAILI ILI RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.851605,-156.277544,No,Awalau,Irrigation,FALSE,Kaupakulua,(2) 2-7-015:003,Earthen,,,Makawao,2,,1984,,Small,0,,909,25,High,0,0,30.7,25,2.1,0.004,0.001904762,Channel,Uncontrolled,5,,Hypalon Liner,13,1,Valve,FALSE,Walk,,Downstream,8 Inch PVC,0,22,26,Hypalon Liner,20,Mowed Grass,State Regulated Dam,10/27/2021,5,6/1/2009,TRUE,7/12/2022 9:27,Maui ML&P,Y,7/12/2022 9:27,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,25,30.7,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=F8AE3C3E-0D58-4092-AF5F-2D8E275209A4,FAIR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14861,RE,H,U,V,Unpaved,4x4,0,,0,,0,,,,,19,70,0,0,FALSE,,,,,P,Maui Land & Pineapple Co.
HI00144,MA-0144,MAHINAHINA RESERVOIR,NA,N,N,Maui County Water West,Active,Maui,Maui,HI,20.949047,-156.657254,No,,Water Supply,FALSE,Honokowai,"(2) 4-4-002:015,",Earthen,,"(2) 4-4-002:018, (2) 4-3-001:084",Honokowai,1.8,"Austin, Tsutsumi & Associates, Inc.",1995,,Small,0,,630,34,High,0,0,73,61,4.7,0.0073,0.001553191,Glory Hole,Uncontrolled,2,31,,0,0,Valve,FALSE,Walk,,Downstream,16 Inch and 12 Inch Diameter Pipes ,0,18,22.5,Fabric Liner,22.5,Mowed Grass,State Regulated Dam,12/8/2022,5,6/1/2009,TRUE,3/22/2023 11:30,Maui DWS,Y,3/22/2023 11:30,,2,2nd Congressional District,Jill Tokuda,Democratic ,,706,703.5,,,DLNR,X,U,34,73,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=3CBEC786-C21C-4C56-ACF4-AE592E1F315D,POOR,7/25/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14862,RE,H,U,V,Gravel,4x4 (wet conditions only),1,8/1/2014,0,,0,,,,,117,55,0,0,FALSE,,,,,L,"Maui County, Dept of Water Supply"
HI00150,MA-0150,WAILUKU WATER RESERVOIR 6,NA,N,N,KAMA DITCH,Active,Maui,Maui,HI,20.856386,-156.500946,No,,Irrigation,FALSE,Iao,(2) 3-5-028:062,Earthen,,,Waikapu,0,,,2006,Small,0,,1150,33,High,0,0,56,35,5.9,0.123,0.020847458,Channel,Uncontrolled,5.5,,Concrete,24,2.5,Valve,FALSE,Walk,,Downstream,18 Inch and 12 Inch,0,30,40,Ungrouted Riprap,20,Bare Soil,State Regulated Dam,10/26/2021,5,11/27/2012,TRUE,6/21/2023 12:10,Maui Wailuku Water 6,Y,6/21/2023 12:10,,2,2nd Congressional District,Jill Tokuda,Democratic ,,14.37,10.49,0,,DLNR,X,U,33,56,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=CD36C657-2FC9-44A1-AEE4-CAA7D07B3EE2,FAIR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14867,RE,H,U,V,Paved,Car,1,7/1/2015,1,5/1/2014,0,,,,,4563,1014,8,3,FALSE,,,,,P,Waikapu Gardens Homeowners Association
HI00151,MA-0151,WAILUKU WATER RESERVOIR 10,NA,N,N,,Active,Maui,Maui,HI,20.865752,-156.512793,No,,Irrigation,FALSE,Iao,(2) 3-5-002:003,Earthen,,,Wailuku Heights,0.1,,,,Intermediate,0,,880,52,High,0,0,56.9,39.9,3.4,0.27,0.079411765,Culvert,Uncontrolled,8,,Concrete,40,4.5,Valve,FALSE,,,Downstream Control,"12"" PVC. L-active R-abandoned",0,15,31.5,Vegetation,75,Vegetation,State Regulated Dam,8/10/2022,5,11/27/2012,TRUE,8/1/2023 15:39,Maui Wailuku Water,Y,8/1/2023 15:39,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,52,56.9,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=09D0024D-1083-467A-B6FF-1B52A06FFB38,UNSATISFACTORY,7/20/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14868,RE,H,U,V,Unpaved,Walk,1,7/1/2014,0,,0,,9,,9/3/2021,1114,374,5,1,FALSE,,,,,P,"Kuikahi Properties LLC, Wailuku Water Company, LLC"
HI00152,MA-0152,WAIKAMOI RESERVOIRS,NA,N,Y,Waikamoi Circular Reservoirs,Active,Maui,Maui,HI,20.809017,-156.232594,Yes,,Water Supply,FALSE,Waikamoi,(2) 2-4-016:004,Earthen,,,Kailua ,6,,1980,,Small,0,,921,20,Significant,0,0,97.6,92.1,3.7,0.006,0.001621622,Pipe,Uncontrolled,3,,Concrete,0,0,Slide (sluice gate),FALSE,Walk,,Downstream,,0,33,24,Concrete,32,Vegetation,State Regulated Dam,10/24/2022,5,11/27/2012,TRUE,3/22/2023 9:41,Maui DWS,Y,3/22/2023 9:41,,2,2nd Congressional District,Jill Tokuda,Democratic ,,4268.5,4267,,,DLNR,X,U,20,97.6,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=4A49FC95-5E41-44C9-9872-1537A84A0AF3,POOR,7/26/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14869,RE,S,U,S,Unpaved,4x4,0,,1,8/30/2021,0,,,,,0,13,0,0,FALSE,,,,,L,"Maui County, Dept of Water Supply"
HI00153,MA-0153,PLANTATION RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.987718,-156.635505,No,,Irrigation,FALSE,Honokahua,(2) 4-2-001:043,Earthen,,,Honokahua,1.3,"Austin, Tsutsumi & Associates",1989,,Small,0,,750,31,High,0,0,32.2,23.6,2.34,0.0047,0.002008547,Pipe,Uncontrolled,2,,Grouted Riprap,,,Valve,FALSE,automatic clay valve,,downstream control,18 Inch Diameter,,19,23,Fabric Liner,20,Mowed Grass,State Regulated Dam,7/21/2021,5,,TRUE,8/25/2022 14:38,Maui ML&P,Y,8/25/2022 14:38,,2,2nd Congressional District,Jill Tokuda,Democratic ,,743,740.3,,,DLNR,X,U,31,32.2,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=B0B89BED-BFBB-4CAA-8A76-1F3E8119C448,FAIR,9/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14870,RE,H,U,V,Unpaved,4x4,0,,0,,0,,,,,,,,,FALSE,,,,,P,Maui Land & Pineapple Co.
HI00041,MO-0041,KUALAPUU RESERVOIR,NA,N,N,MOLOKAI RESERVOIR,Active,Molokai,Maui,HI,21.154668,-157.044194,No,TR-KALUA PEELUA GULCH,Irrigation,FALSE,Kaluapeelua,(2) 5-2-012:027,Earthen,,,HOOLEHUA PALAAU HOMESTEAD,1,,1969,,Intermediate,54,,7100,57,High,58,54,5082,4265,95,0.21,0.002210526,Tunnel,Uncontrolled,10,700,Concrete,215,5,Valve,TRUE,Walk,,Downstream,27 Inch Reduces to 24 Inch Butterfly Valve,0,20,18,Mowed Grass,24,Vegetation,State Regulated Dam,1/25/2023,5,6/1/2009,TRUE,7/22/2022 14:32,Hawaii DOA,Y,7/22/2022 14:32,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://hdoa.hawaii.gov/arm/irrigation-systems/moloka%ca%bbi-irrigation-system-water-level/,828.5,821,,,DLNR,X,U,58,5082,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=023C746B-B1D0-4F6B-8B5E-065AD7A60B8A,FAIR,7/26/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14767,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,7/1/2013,0,,0,,,,,17,50,4,0,FALSE,,,,,S,"State of Hawaii, Dept of Agriculture"
HI00001,OA-0001,NUUANU DAM NO. 4,UHSLC,Y,Y,NUUANU RESERVOIR,Active,Oahu,Honolulu,HI,21.352633,-157.807809,Yes,NUUANU STREAM,Flood Control,FALSE,Nuuanu,(1) 2-2-054:001,Earthen,,,HONOLULU,1,,1910,,Intermediate,69,,2120,66,High,73,69,3600,242,25,1.4,0.056,Channel,Uncontrolled,55,4000,Concrete,450,5,Slide (sluice gate),FALSE,Bridge,,Upstream Control in Tower,24 in,27.5,25,14,Ungrouted Riprap,45,Bare Soil,State Regulated Dam,2/4/2021,5,6/1/2009,TRUE,8/20/2022 14:29,Oahu BWS,Y,8/20/2022 14:29,,1,1st Congressional District,Ed Case,Democratic,,,,,,DLNR,X,U,73,3600,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=818982DE-5FDA-4442-89F2-0D7E3EA2E1F4,FAIR,11/11/2021,,3/3/2020,Under Remediation,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14741,RE,H,U,S,Paved,Car,1,2/11/2019,1,2/1/2008,1,5/1/1999,,,3/5/2014,12947,2077,8,3,FALSE,33,30,,,L,Honolulu Board of Water Supply
HI00017,OA-0017,WAHIAWA DAM,UHSLC,Y,Y,LAKE WILSON; WILSON RESERVOIR,Active,Oahu,Honolulu,HI,21.497655,-158.049151,Yes,KAUKONAHUA STREAM,Irrigation,FALSE,Kiikii,"7-1-012:014, 7-3-013:003, 7-3-012:002, 7-3-007:001 ",Earthen,,,WAIALUA,7,,1906,,Intermediate,88,,660,88,High,98,88,9200,7761,302,16.7,0.055298013,Channel,Controlled,205,24500,Concrete,205,205,Slide (sluice gate),TRUE,walk to tower,,Upstream control in tower,unknown,,,14.5,Ungrouted Riprap,27,Mowed Grass,State Regulated Dam,10/18/2022,5,6/1/2009,TRUE,1/3/2022 11:17,Oahu Dole,Y,1/3/2022 11:17,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://waterdata.usgs.gov/hi/nwis/uv/?site_no=16210000&PARAmeter_cd=00065,852.5,842.5,,,DLNR,X,U,98,9200,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=544D3655-872D-42A2-A6CB-BF8668BB49B3,POOR,3/1/2020,,3/4/2020,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14757,RE,H,C,S,Gravel,Car,0,,1,7/20/2023,0,,65,,1/15/2023,2492,865,3,2,FALSE,,,,,P,"Dole Food Company Hawaii, Sustainable Hawaii, Inc., Wahiawa Water Co., Inc."
HI00018,OA-0018,OPAEULA 01 RESERVOIR,UHSLC,Y,Y,OPAEULA RESERVOIR,Active,Oahu,Honolulu,HI,21.570375,-158.027986,Yes,TR-ANAHULU RIVER,Irrigation,FALSE,Anahulu,(1) 6-2-011:001,Earthen,,,HALEIWA,5,,1910,2011,Intermediate,60,,250,66,High,71,60,320,186,9.7,0.23,0.02371134,Pipe,Uncontrolled,16,0,HDPE Liner,390,4,Slide (sluice gate),FALSE,walk,,Upstream,"18"" HDPE sliplined in 20"" steel",46,10,26,Ungrouted Riprap,33,Vegetation,State Regulated Dam,3/15/2022,5,6/1/2009,TRUE,8/1/2023 13:26,Oahu KSBE,Y,8/1/2023 13:26,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://data.vistadatavision.com/web_map.php,40.3,,23.3,,DLNR,X,U,71,320,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=BC88C8D0-8E80-4E45-A953-2BEA6FE7DF2C,FAIR,3/1/2020,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14758,RE,H,U,S,Paved,4x4 (wet conditions only),0,,0,,0,,,,10/28/2016,139,140,0,0,FALSE,981.4,980.4,,,P,Kamehameha Schools
HI00021,OA-0021,KEMOO 5 RESERVOIR,USGS,N,N,,Active,Oahu,Honolulu,HI,21.556074,-158.103653,No,KAUKONAHUA STREAM OFFSTREAM,Irrigation,FALSE,Paukauila,(1) 6-5-001:056,Earthen,,(1) 6-5-005:009,THOMPSON CORNER,1,,1920,,Small,21,,650,21,High,25,21,63,63,4.4,0.01,0.002272727,Pipe,Uncontrolled,0,167,Concrete,52,0,Uncontrolled,FALSE,Walk,,Downstream Control,"12"" steel to 12"" pvc",0,16,32,Bare Soil,42,Bare Soil,State Regulated Dam,9/9/2022,5,6/1/2009,TRUE,1/3/2022 11:20,Oahu Dole,Y,1/3/2022 11:20,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://waterdata.usgs.gov/hi/nwis/uv/?site_no=213320158061401&PARAmeter_cd=00065,,,,,DLNR,X,U,25,63,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=9901527F-DBE4-4A65-BCA8-AA6338845293,POOR,3/1/2020,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14760,RE,H,U,U,Unpaved,4x4 (wet conditions only),0,,0,,0,,,,8/17/2021,183,75,0,0,FALSE,,,,,P,Dole Food Company Hawaii
HI00022,OA-0022,UPPER HELEMANO RESERVOIR,USGS,N,N,,Active,Oahu,Honolulu,HI,21.52673,-158.029017,No,TR-POAMOHO STREAM,Irrigation,FALSE,Paukauila,(1) 6-4-004:007,Earthen,,,WAIALUA,7,,1912,,Intermediate,46,,530,46,High,51,46,700,479,17,0.45,0.026470588,Channel,Uncontrolled,9.67,0,Concrete,300,6.9,Valve,FALSE,Walk,,Downstream,19 in,32,24,26,Ungrouted Riprap,27,Vegetation,State Regulated Dam,10/18/2022,5,6/1/2009,TRUE,1/3/2022 11:22,Oahu Dole,Y,1/3/2022 11:22,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://waterdata.usgs.gov/hi/nwis/uv/?site_no=213133158014201&PARAmeter_cd=00065,,,,,DLNR,X,U,51,700,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=78561D64-B03E-4730-A63A-FC8FD5588C24,POOR,3/1/2020,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14761,RE,H,U,V,Unpaved,4x4 (wet conditions only),0,,0,,0,,,,12/21/2021,318,161,1,1,FALSE,,,,,P,Dole Food Company Hawaii
HI00023,OA-0023,HELEMANO  6 RESERVOIR,USGS,N,N,,Active,Oahu,Honolulu,HI,21.552777,-158.065635,No,NORTH POMOHO STREAM,Irrigation,FALSE,Paukauila,(1) 6-4-003:022,Earthen,,(1) 6-5-005:004,KEMOO CAMP 4,3,,1915,,Small,30,,250,36,High,38,30,80,66,4.6,1.3,0.282608696,Channel,Uncontrolled,10,0,Bare Soil,140,8,Valve,FALSE,walk/drive,,Downstream,"20""",0,33,37,Bare Soil,30,Bare Soil,State Regulated Dam,9/9/2022,5,1/1/2023,TRUE,1/3/2022 11:24,Oahu Dole,Y,1/3/2022 11:24,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://waterdata.usgs.gov/hi/nwis/uv/?site_no=213308158035601&PARAmeter_cd=00065,,,,,DLNR,X,U,38,80,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=85AA28E4-EEBE-4C1F-900C-19D0B8EDA41D,POOR,9/1/2008,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14762,RE,H,U,V,Unpaved,4x4,0,,0,,0,,21,,10/29/2021,78,43,0,0,FALSE,,,,,P,Dole Food Company Hawaii
HI00025,OA-0025,KU TREE RESERVOIR,USGS,Y,Y,,Active,Oahu,Honolulu,HI,21.497567,-157.981111,Yes,TR-KAUKONAHUA RIVER,Other,FALSE,Kiikii,(1) 7-6-001:001,Earthen,,,WAHIAWA,3,,1925,,Intermediate,95,,550,98,High,95,95,1085,900,32,0.83,0.0259375,Weir,Uncontrolled,75.5,5600,Concrete,0,0,Slide (sluice gate),TRUE,none,,Upstream control in tower,0,0,30,18,Dumped Rock,18,Vegetation,State Regulated Dam,11/18/2021,5,6/1/2009,TRUE,8/19/2022 6:39,ArmyDPW,Y,8/19/2022 6:39,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://waterdata.usgs.gov/hi/nwis/uv/?site_no=16208400&PARAmeter_cd=00065,1085,1080,,,DLNR,X,U,98,1085,0,0,0,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,https://dams.hawaii.gov/DamInformation.aspx?id=8C7D5DE9-FE3A-4BE2-B95D-D5F9C18935B2,UNSATISFACTORY,9/8/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14764,RE,H,U,S,Unpaved,4x4,0,,0,,0,,0,,5/17/2021,107,108,1,1,FALSE,,,,,F,"U.S. Army, Dept. Of Defense"
HI00124,OA-0124,KANEOHE DAM,UHSLC,Y,Y,,Active,Oahu,Honolulu,HI,21.391227,-157.804756,Yes,KAMOOALII STREAM,Flood Control,FALSE,Kaneohe,(1) 4-5-041:009,Earthen,,(1) 4-5-027:063,KANEOHE,0,USACE,1980,,Intermediate,77,,2200,83,High,82,77,4500,260,32,2.45,0.0765625,Channel,Uncontrolled,64,15000,Concrete,600,30,Slide (sluice gate),FALSE,Boat,1420,Upstream tower,"5'4"" by 6'9"" box",0,15,20,Mowed Grass,20,Mowed Grass,State Regulated Dam,5/10/2022,5,6/1/2009,TRUE,8/18/2022 7:52,OahuDFM,Y,8/18/2022 7:52,,2,2nd Congressional District,Jill Tokuda,Democratic ,,222,202,140,,DLNR,X,U,83,4500,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=1E83FBF6-359F-41B8-972C-F42F47037862,FAIR,2/1/2022,,3/6/2020,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14843,RE,H,U,S,Gravel,Car,0,,1,9/1/1972,0,,,,3/5/2014,4278,1330,6,2,FALSE,166.8,166.3,,,L,"City & County of Hon, Dept of Facility Maint"
HI00129,OA-0129,WAIMANALO 60 MG RESERVOIR,NA,N,N,,Active,Oahu,Honolulu,HI,21.332177,-157.737816,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Waimanalo,(1) 4-1-010:002,Earthen,,(1) 4-1-010:092,WAIMANALO,0,,1993,,Intermediate,62,,2118,65,High,65,62,182,182,5,0.008,0.0016,Channel,Uncontrolled,24,200,Concrete,23,3,Valve,FALSE,Vault,,Downstream,,23,15,26,Fabric Liner,26,Vegetation / Dumped Rock,State Regulated Dam,12/9/2022,5,6/1/2009,TRUE,7/22/2022 14:41,Hawaii DOA,Y,7/22/2022 14:41,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://hdoa.hawaii.gov/arm/irrigation-systems/waimanalo-irrigation-system-water-level/,,,,,DLNR,X,U,65,182,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=ED52FE42-99B1-4FB4-9C68-6C5DE4067E6C,FAIR,12/21/2021,,3/5/2020,Under Remediation,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14848,RE,H,U,V,Gravel,Car,0,,0,,0,,,,3/15/2017,1193,351,0,0,FALSE,,,,,S,"State of Hawaii, Dept of Agriculture"
HI00137,OA-0137,OAHU RESERVOIR 155,NA,N,N,Reservoir #155,Active,Oahu,Honolulu,HI,21.404622,-158.059328,No,,Irrigation,FALSE,Honouliuli,(1) 9-2-001:020,Earthen,,,Waipahu,2.7,,1916,,Small,0,,900,25,High,0,0,37,,2.56,0.0046,0.001796875,Channel,Uncontrolled,1.5,110,Concrete,36,1,Valve,FALSE,Walk,8,Downstream,24 Inch,0,21,34,Ungrouted Riprap,60,Bare Soil,State Regulated Dam,2/24/2022,5,6/1/2009,TRUE,5/5/2023 14:25,State DOA ADC,Y,5/5/2023 14:25,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,25,37,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=EC3D51E5-7984-4029-8969-E437B98423E8,POOR,6/28/2022,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14855,RE,H,U,V,Unpaved,4x4 (wet conditions only),0,,0,,0,,,,,146,56,1,0,FALSE,,,,,S,"Agribusiness Development Corporation (ADC), Bayer U.S. - Crop Science, Monsanto Company, Monsanto Company"
HI00149,OA-0149,MAUNAOLU RESERVOIR,NA,N,Y,,Active,Oahu,Honolulu,HI,21.48619,-158.189947,Yes,Diversion - Glover Tunnel,Irrigation,FALSE,,(1) 8-4-029:135,Earthen,,,Makaha,,"Austin, Smith & Associates, Inc.",1966,2014,Small,0,,800,27,High,0,0,23,18,2.3,,0,Pipe,Uncontrolled,,,Concrete,,0,Valve,FALSE,,,Downstream Control,Unknown,0,21,18,Fabric Liner,22.5,Vegetation,State Regulated Dam,3/11/2022,5,11/29/2012,TRUE,8/20/2022 13:48,Oahu BWS,Y,8/20/2022 13:48,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,27,23,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=60F2D891-8B2F-4166-A66F-A07BF61B8D37,FAIR,6/1/2012,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14866,RE,H,U,V,Unpaved,Car,1,2/11/2019,0,,0,,,,3/5/2014,1345,314,0,0,FALSE,,,,,L,Honolulu Board of Water Supply
HI00154,OA-0154,NUUANU RESERVOIR NO. 1,UHSLC,Y,Y,,Active,Oahu,Honolulu,HI,21.339684,-157.837398,Yes,,Flood Control,FALSE,Nuuanu,(1) 1-9-001:001,Earthen,,,,,,1905,,Small,0,,588,33.5,High,0,0,63.5,44,6.2,0.133,0.021451613,Channel,Uncontrolled,3,428,Vegetation,70,5.5,Valve,FALSE,,,Downstream control (syphen system),,0,9,21,Ungrouted Riprap,21,Vegetation,State Regulated Dam,11/18/2021,5,,TRUE,8/20/2022 14:06,Oahu BWS,Y,8/20/2022 14:06,,1,1st Congressional District,Ed Case,Democratic,http://hawaiipacioosapplication-1672159924.us-east-1.elb.amazonaws.com/Login.aspx,399.9,396,,,DLNR,X,U,33.5,63.5,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=FBEB89E1-3526-481A-B435-A4E3615CD3A7,POOR,8/30/2022,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14871,RE,H,U,V,Paved,Car,1,2/11/2019,1,10/1/2018,1,9/30/2022,381.5,,4/6/2023,356,659,11,0,FALSE,394,393,,,L,Honolulu Board of Water Supply
